id,user_id,location_id,duration,start_day,end_day,start_min,end_min,weekday
157,0,10,41.0,185,185,574,616,6
158,0,1,455.0,185,185,621,1077,6
159,0,2,417.0,185,186,1084,62,6
160,0,1,153.0,186,186,71,224,0
161,0,11,68.0,186,186,237,306,0
162,0,2,55.0,186,186,311,366,0
163,0,1,211.0,186,186,375,586,0
164,0,1,131.0,186,186,631,763,0
165,0,2,66.0,186,186,766,832,0
166,0,1,479.0,186,186,840,1320,0
167,0,2,404.0,186,187,1353,318,0
168,0,1,288.0,187,187,322,611,1
169,0,4,38.0,187,187,615,653,1
170,0,1,230.0,187,187,657,888,1
171,0,1,599.0,187,188,900,59,1
172,0,1,111.0,188,188,90,202,2
173,0,1,101.0,188,188,245,347,2
174,0,10,45.0,188,188,353,398,2
175,0,1,123.0,188,188,423,546,2
176,0,1,40.0,188,188,567,607,2
177,0,2,36.0,188,188,634,671,2
178,0,1,75.0,188,188,692,767,2
179,0,29,40.0,188,188,834,875,2
180,0,2,700.0,188,189,944,205,2
181,0,30,91.0,189,189,342,433,3
182,0,31,57.0,189,189,474,531,3
183,0,32,46.0,189,189,531,578,3
184,0,33,71.0,189,189,596,667,3
185,0,2,957.0,189,190,715,233,3
186,0,11,119.0,190,190,237,356,4
187,0,2,38.0,190,190,369,407,4
188,0,34,34.0,190,190,511,545,4
189,0,2,35.0,190,190,579,614,4
190,0,4,72.0,190,190,633,706,4
191,0,2,1200.0,190,191,710,470,4
192,0,35,53.0,191,191,564,617,5
193,0,36,119.0,191,191,649,768,5
194,0,2,838.0,191,192,826,224,5
195,0,17,31.0,192,192,301,332,6
196,0,29,31.0,192,192,335,367,6
197,0,1,174.0,192,192,413,587,6
198,0,1,941.0,192,193,652,154,6
199,0,37,41.0,193,193,157,199,0
200,0,11,67.0,193,193,243,310,0
201,0,2,182.0,193,193,311,494,0
202,0,1,97.0,193,193,497,595,0
203,0,1,621.0,193,193,618,1239,0
204,0,2,400.0,193,194,1245,206,0
205,0,1,40.0,194,194,211,251,1
206,0,2,221.0,194,194,256,477,1
207,0,1,52.0,194,194,528,580,1
208,0,1,586.0,194,194,606,1193,1
209,0,2,1018.0,194,195,1202,780,1
210,0,1,325.0,195,195,783,1109,2
211,0,2,489.0,195,196,1114,163,2
212,0,1,34.0,196,196,167,201,3
213,0,1,60.0,196,196,232,293,3
214,0,2,73.0,196,196,322,395,3
215,0,1,198.0,196,196,401,599,3
216,0,1,518.0,196,196,651,1169,3
217,0,2,376.0,196,197,1178,115,3
218,0,1,477.0,197,197,128,606,4
219,0,1,1088.0,197,198,653,301,4
220,0,1,353.0,198,198,306,660,5
221,0,2,34.0,198,198,668,703,5
222,0,1,388.0,198,198,709,1098,5
223,0,2,454.0,198,199,1107,122,5
224,0,1,193.0,199,199,132,325,6
225,0,1,961.0,199,199,380,1341,6
226,0,2,497.0,199,200,1345,403,6
227,0,1,169.0,200,200,407,576,0
228,0,10,36.0,200,200,607,644,0
229,0,1,418.0,200,200,649,1067,0
230,0,2,454.0,200,201,1077,91,0
231,0,1,134.0,201,201,113,248,1
232,0,2,91.0,201,201,331,422,1
233,0,2,60.0,201,201,429,489,1
234,0,1,96.0,201,201,498,594,1
235,0,2,594.0,201,201,601,1195,1
236,0,2,581.0,201,202,1202,343,1
237,0,1,280.0,202,202,349,629,2
238,0,1,305.0,202,202,697,1003,2
239,0,2,551.0,202,203,1005,116,2
240,0,1,95.0,203,203,136,232,3
241,0,2,354.0,203,203,265,620,3
242,0,1,913.0,203,204,628,102,3
243,0,1,85.0,204,204,110,195,4
244,0,2,246.0,204,204,214,460,4
245,0,11,134.0,204,204,461,595,4
246,0,1,1335.0,204,205,657,553,4
247,0,4,159.0,205,205,560,719,5
248,0,1,1063.0,205,206,724,347,5
249,0,11,68.0,206,206,360,428,6
250,0,1,106.0,206,206,443,549,6
251,0,4,33.0,206,206,554,588,6
252,0,1,167.0,206,206,593,760,6
253,0,2,45.0,206,206,785,830,6
254,0,1,485.0,206,206,841,1326,6
255,0,2,482.0,206,207,1366,408,6
256,0,1,86.0,207,207,411,498,0
257,0,4,48.0,207,207,508,556,0
258,0,2,35.0,207,207,584,619,0
259,0,1,1338.0,207,208,689,588,0
260,0,1,53.0,208,208,629,683,1
261,0,1,365.0,208,208,695,1060,1
262,0,2,442.0,208,209,1068,70,1
263,0,1,71.0,209,209,75,146,2
264,0,2,626.0,209,209,150,777,2
265,0,1,483.0,209,209,780,1264,2
266,0,2,466.0,209,210,1268,294,2
267,0,1,187.0,210,210,298,485,3
268,0,1,146.0,210,210,487,633,3
269,0,1,193.0,210,210,635,829,3
270,0,2,556.0,210,210,834,1390,3
271,0,17,546.0,211,211,36,582,4
272,0,38,45.0,211,211,687,732,4
273,0,39,30.0,211,211,817,847,4
274,0,40,33.0,211,211,873,907,4
275,0,41,610.0,211,212,913,83,4
276,0,42,107.0,212,212,277,384,5
277,0,40,87.0,212,212,394,482,5
278,0,43,232.0,212,212,523,755,5
279,0,1,1228.0,212,213,799,587,5
280,0,1,684.0,213,213,631,1315,6
281,0,2,686.0,213,214,1330,576,6
282,0,4,114.0,214,214,598,712,0
283,0,1,32.0,214,214,722,754,0
284,0,2,33.0,214,214,788,822,0
285,0,2,33.0,214,214,823,857,0
286,0,1,276.0,214,214,864,1141,0
287,0,11,531.0,214,215,1151,242,0
288,0,2,71.0,215,215,256,328,1
289,0,2,88.0,215,215,331,419,1
290,0,2,180.0,215,215,421,601,1
291,0,1,364.0,215,215,664,1028,1
292,0,2,881.0,215,216,1040,482,1
293,0,5,48.0,216,216,518,566,2
294,0,44,34.0,216,216,677,711,2
295,0,45,40.0,216,216,716,757,2
296,0,46,776.0,216,217,771,108,2
297,0,47,49.0,217,217,126,176,3
298,0,46,48.0,217,217,247,296,3
299,0,48,50.0,217,217,324,375,3
300,0,5,121.0,217,217,388,509,3
301,0,49,38.0,217,217,638,677,3
302,0,11,108.0,219,219,241,349,5
303,0,10,88.0,219,219,389,478,5
304,0,2,45.0,219,219,523,569,5
305,0,23,50.0,219,219,614,664,5
306,0,50,35.0,219,219,664,700,5
307,0,51,39.0,219,219,704,743,5
308,0,1,293.0,219,219,766,1059,5
309,0,2,939.0,219,220,1064,563,5
310,0,4,38.0,220,220,572,610,6
311,0,1,65.0,220,220,615,681,6
312,0,1,449.0,220,220,715,1164,6
313,0,2,779.0,220,221,1170,509,6
314,0,2,1164.0,221,222,511,235,0
315,0,2,89.0,222,222,331,420,1
316,0,2,91.0,222,222,421,512,1
317,0,1,73.0,222,222,517,591,1
318,0,1,514.0,222,222,623,1138,1
319,0,4,32.0,222,222,1147,1180,1
320,0,2,654.0,222,223,1190,404,1
321,0,1,141.0,223,223,408,550,2
322,0,1,113.0,223,223,600,713,2
323,0,2,60.0,223,223,716,777,2
324,0,1,116.0,223,223,782,898,2
325,0,2,859.0,223,224,918,337,2
326,0,1,252.0,224,224,337,590,3
327,0,1,90.0,224,224,628,719,3
328,0,52,712.0,224,225,822,94,3
329,0,1,102.0,225,225,133,236,4
330,0,2,84.0,225,225,277,361,4
331,0,1,185.0,225,225,371,557,4
332,0,1,179.0,225,225,609,788,4
333,0,1,325.0,225,225,799,1125,4
334,0,2,670.0,225,226,1130,360,4
335,0,1,261.0,226,226,373,634,5
336,0,4,53.0,226,226,673,727,5
337,0,1,263.0,226,226,794,1057,5
338,0,2,852.0,226,227,1062,474,5
339,0,1,31.0,227,227,482,513,6
340,0,4,37.0,227,227,543,581,6
341,0,1,415.0,227,227,584,999,6
342,0,2,796.0,227,228,1005,362,6
343,0,1,202.0,228,228,372,575,0
344,0,4,48.0,228,228,619,668,0
345,0,1,172.0,228,228,670,842,0
346,0,2,611.0,228,229,851,23,0
347,0,53,121.0,229,229,59,181,1
348,0,1,42.0,229,229,199,241,1
349,0,2,37.0,229,229,286,323,1
350,0,2,128.0,229,229,335,464,1
351,0,1,81.0,229,229,478,560,1
352,0,2,30.0,229,229,565,595,1
353,0,1,243.0,229,229,601,844,1
354,0,1,155.0,229,229,897,1053,1
355,0,2,762.0,229,230,1061,384,1
356,0,1,165.0,230,230,390,556,2
357,0,2,72.0,230,230,564,636,2
358,0,1,216.0,230,230,651,867,2
359,0,1,480.0,230,230,877,1357,2
360,0,2,161.0,230,231,1363,84,2
361,0,1,81.0,231,231,90,172,3
362,0,54,155.0,231,231,233,388,3
363,0,55,33.0,231,231,398,432,3
364,0,56,38.0,231,231,452,491,3
365,0,1,327.0,231,231,518,846,3
366,0,57,432.0,231,231,899,1332,3
367,0,2,532.0,231,232,1352,444,3
368,0,1,235.0,232,232,448,683,4
369,0,4,74.0,232,232,692,767,4
370,0,1,534.0,232,232,791,1325,4
371,0,2,184.0,232,233,1331,76,4
372,0,58,30.0,233,233,155,185,5
373,0,59,84.0,233,233,231,315,5
374,0,60,47.0,233,233,315,363,5
375,0,61,36.0,233,233,459,495,5
376,0,62,145.0,233,233,585,730,5
377,0,58,1105.0,233,234,747,413,5
378,0,1,36.0,234,234,519,556,6
379,0,4,130.0,234,234,561,691,6
380,0,1,282.0,234,234,692,975,6
381,0,2,817.0,234,235,980,357,6
382,0,1,59.0,235,235,363,423,0
383,0,1,220.0,235,235,437,657,0
384,0,2,58.0,235,235,664,722,0
385,0,1,377.0,235,235,737,1114,0
386,0,2,664.0,235,236,1117,342,0
387,0,1,212.0,236,236,403,615,1
388,0,1,188.0,236,236,652,841,1
389,0,2,52.0,236,236,845,898,1
390,0,1,79.0,236,236,900,980,1
391,0,2,332.0,236,236,986,1318,1
392,0,63,53.0,236,237,1417,30,1
393,0,2,296.0,237,237,75,371,2
394,0,1,196.0,237,237,380,577,2
395,0,2,33.0,237,237,582,615,2
396,0,4,36.0,237,237,628,665,2
397,0,1,829.0,237,238,670,60,2
398,0,2,86.0,238,238,64,151,3
399,0,1,47.0,238,238,156,203,3
400,0,1,349.0,238,238,212,561,3
401,0,2,117.0,238,238,564,682,3
402,0,1,795.0,238,239,686,42,3
403,0,2,49.0,239,239,45,95,4
404,0,1,140.0,239,239,98,239,4
405,0,2,105.0,239,239,255,360,4
406,0,4,86.0,239,239,388,474,4
407,0,1,158.0,239,239,477,636,4
408,0,2,34.0,239,239,645,679,4
409,0,1,168.0,239,239,686,855,4
410,0,1,721.0,239,240,885,166,4
411,0,2,73.0,240,240,198,272,5
412,0,2,109.0,240,240,293,402,5
413,0,7,154.0,240,240,409,563,5
414,0,1,289.0,240,240,563,853,5
415,0,1,1177.0,240,241,877,615,5
416,0,2,38.0,241,241,640,678,6
417,0,1,58.0,241,241,691,749,6
418,0,1,1281.0,241,242,753,594,6
419,0,1,160.0,242,242,623,783,0
420,0,2,33.0,242,242,823,856,0
421,0,1,854.0,242,243,862,276,0
422,0,64,49.0,243,243,290,340,1
423,0,1,208.0,243,243,349,558,1
424,0,1,38.0,243,243,590,629,1
425,0,1,103.0,243,243,641,744,1
426,0,2,46.0,243,243,744,791,1
427,0,1,600.0,243,243,815,1415,1
428,0,2,446.0,243,244,1419,425,1
429,0,1,153.0,244,244,429,582,2
430,0,1,676.0,244,244,641,1317,2
431,0,2,376.0,244,245,1321,258,2
432,0,1,257.0,245,245,262,519,3
433,0,17,305.0,245,245,601,907,3
434,0,65,1077.0,245,246,976,614,3
435,0,66,112.0,246,246,651,764,4
436,0,67,847.0,246,247,764,172,4
437,0,68,413.0,247,247,206,619,5
438,0,69,141.0,247,247,622,763,5
439,0,70,32.0,247,247,788,821,5
440,0,68,663.0,247,248,835,59,5
441,0,71,89.0,248,248,283,372,6
442,0,72,113.0,248,248,433,547,6
443,0,73,31.0,248,248,651,682,6
444,0,69,51.0,248,248,738,789,6
445,0,65,708.0,248,249,808,76,6
446,0,74,265.0,249,249,156,422,0
447,0,2,160.0,249,249,498,659,0
448,0,1,385.0,249,249,670,1055,0
449,0,2,37.0,249,249,1062,1099,0
450,0,2,46.0,249,249,1101,1147,0
451,0,2,587.0,249,250,1149,297,0
452,0,1,266.0,250,250,310,576,1
453,0,75,68.0,250,250,653,721,1
454,0,1,87.0,250,250,723,811,1
455,0,2,44.0,250,250,815,860,1
456,0,1,858.0,250,251,864,282,1
457,0,2,374.0,251,251,292,667,2
458,0,1,372.0,251,251,667,1039,2
459,0,2,543.0,251,252,1041,145,2
460,0,76,63.0,252,252,203,267,3
461,0,77,56.0,252,252,274,331,3
462,0,78,60.0,252,252,449,509,3
463,0,78,722.0,252,253,750,32,3
464,0,1,88.0,253,253,52,141,4
465,0,79,50.0,253,253,177,227,4
466,0,1,164.0,253,253,279,443,4
467,0,2,34.0,253,253,474,509,4
468,0,1,1189.0,253,254,517,266,4
469,0,1,260.0,254,254,287,548,5
470,0,1,1024.0,254,255,589,173,5
471,0,33,55.0,255,255,229,284,6
472,0,80,96.0,255,255,332,428,6
473,2,81,127.0,0,0,833,961,3
474,2,81,464.0,0,1,983,8,3
475,2,82,172.0,1,1,51,223,4
476,2,82,407.0,1,1,263,671,4
477,2,83,93.0,1,1,692,786,4
478,2,81,196.0,1,1,851,1047,4
479,2,81,99.0,2,2,62,161,5
480,2,84,98.0,2,2,166,265,5
481,2,81,219.0,2,2,265,484,5
482,2,0,131.0,2,2,563,695,5
483,2,64,49.0,2,2,703,753,5
484,2,81,767.0,2,3,835,162,5
485,2,85,776.0,3,3,641,1418,6
486,2,82,587.0,4,4,52,640,0
487,2,81,744.0,4,5,719,23,0
488,2,82,202.0,5,5,50,253,1
489,2,82,362.0,5,5,259,621,1
490,2,84,37.0,5,5,694,731,1
491,2,81,720.0,5,6,738,19,1
492,2,82,176.0,6,6,48,224,2
493,2,82,329.0,6,6,262,591,2
494,2,81,816.0,6,7,641,17,2
495,2,82,167.0,7,7,48,216,3
496,2,82,373.0,7,7,250,623,3
497,2,81,752.0,7,8,702,15,3
498,2,82,183.0,8,8,43,227,4
499,2,82,370.0,8,8,266,637,4
500,2,81,815.0,8,9,686,61,4
501,2,81,68.0,9,9,589,657,5
502,2,81,323.0,9,9,694,1017,5
503,2,81,856.0,9,10,1018,435,5
504,2,86,70.0,10,10,468,538,6
505,2,81,736.0,10,11,718,15,6
506,2,82,161.0,11,11,54,216,0
507,2,82,376.0,11,11,246,623,0
508,2,81,785.0,11,12,695,40,0
509,2,82,169.0,12,12,46,216,1
510,2,82,424.0,12,12,255,680,1
511,2,81,714.0,12,13,752,27,1
512,2,87,181.0,13,13,42,224,2
513,2,82,1196.0,13,14,257,13,2
514,2,82,168.0,15,15,47,216,4
515,2,82,506.0,15,15,245,751,4
516,2,81,1000.0,15,16,787,347,4
517,2,88,86.0,16,16,373,459,5
518,2,81,79.0,16,16,488,568,5
519,2,81,1049.0,16,17,589,199,5
520,2,81,108.0,17,17,434,542,6
521,2,85,49.0,17,17,661,711,6
522,2,89,33.0,17,18,1412,5,6
523,2,82,207.0,18,18,14,221,0
524,2,82,360.0,18,18,247,607,0
525,2,81,745.0,18,19,725,30,0
526,2,82,171.0,19,19,41,212,1
527,2,82,146.0,19,19,246,393,1
528,2,82,63.0,19,19,437,501,1
529,2,82,104.0,19,19,512,617,1
530,2,81,80.0,19,19,679,759,1
531,2,81,51.0,19,19,764,816,1
532,2,82,174.0,20,20,39,214,2
533,2,82,446.0,20,20,249,696,2
534,2,31,60.0,20,20,746,806,2
535,2,81,50.0,20,20,853,903,2
536,2,81,554.0,20,21,906,20,2
537,2,82,378.0,21,21,249,628,3
538,2,81,186.0,21,21,677,863,3
539,2,81,584.0,21,22,873,17,3
540,2,90,176.0,22,22,45,222,4
541,2,87,36.0,22,22,227,264,4
542,2,82,249.0,22,22,438,687,4
543,2,81,67.0,22,22,751,818,4
544,2,81,742.0,22,23,821,123,4
545,2,81,55.0,23,23,139,194,5
546,2,91,49.0,23,23,476,525,5
547,2,92,111.0,23,23,532,643,5
548,2,93,176.0,23,23,662,839,5
549,2,81,786.0,23,24,881,227,5
550,2,81,98.0,24,24,454,552,6
551,2,85,738.0,24,24,674,1412,6
552,2,94,36.0,24,25,1417,14,6
553,2,82,194.0,25,25,20,214,0
554,2,82,394.0,25,25,248,642,0
555,2,81,102.0,25,25,698,800,0
556,2,81,622.0,25,26,839,21,0
557,2,82,635.0,26,26,57,692,1
558,2,81,733.0,26,27,724,17,1
559,2,82,170.0,27,27,52,222,2
560,2,82,549.0,27,27,275,825,2
561,2,81,563.0,27,28,897,21,2
562,2,82,175.0,28,28,52,228,3
563,2,82,385.0,28,28,266,652,3
564,2,82,185.0,28,28,675,860,3
565,2,81,575.0,28,29,889,25,3
566,2,82,159.0,29,29,53,213,4
567,2,82,465.0,29,29,251,717,4
568,2,81,841.0,29,30,755,156,4
569,2,81,152.0,30,30,173,326,5
570,2,81,127.0,30,30,483,610,5
571,2,85,979.0,30,31,696,236,5
572,2,95,47.0,31,31,259,307,6
573,2,96,152.0,31,31,345,497,6
574,2,96,161.0,31,31,517,678,6
575,2,82,173.0,39,39,49,222,0
576,2,97,30.0,39,39,225,255,0
577,2,82,375.0,39,39,258,634,0
578,2,81,55.0,39,39,683,738,0
579,2,81,665.0,39,39,774,1439,0
580,2,82,179.0,40,40,41,221,1
581,2,82,353.0,40,40,264,617,1
582,2,81,724.0,40,40,688,1412,1
583,2,82,182.0,41,41,33,216,2
584,2,82,460.0,41,41,253,714,2
585,2,81,688.0,41,42,756,5,2
586,2,82,180.0,42,42,39,219,3
587,2,82,379.0,42,42,252,632,3
588,2,81,742.0,42,42,693,1435,3
589,2,82,168.0,43,43,51,220,4
590,2,82,565.0,43,43,243,808,4
591,2,81,836.0,43,44,837,233,4
592,2,81,70.0,44,44,280,351,5
593,2,81,97.0,44,44,361,459,5
594,2,4,34.0,44,44,670,705,5
595,2,81,870.0,44,45,778,209,5
596,2,84,59.0,45,45,227,287,6
597,2,81,255.0,45,45,287,543,6
598,2,96,143.0,45,45,639,783,6
599,2,94,219.0,45,46,1438,218,6
600,2,82,394.0,46,46,260,654,0
601,2,81,757.0,46,47,693,11,0
602,2,82,169.0,47,47,45,215,1
603,2,82,377.0,47,47,246,623,1
604,2,81,721.0,47,47,673,1394,1
605,2,82,512.0,48,48,80,593,2
606,2,81,774.0,48,49,678,13,2
607,2,82,168.0,49,49,50,218,3
608,2,82,354.0,49,49,244,598,3
609,2,81,110.0,49,49,666,776,3
610,2,81,608.0,49,49,827,1436,3
611,2,82,174.0,50,50,47,221,4
612,2,97,31.0,50,50,227,258,4
613,2,82,447.0,50,50,261,709,4
614,2,81,757.0,50,51,782,99,4
615,2,98,52.0,51,51,164,217,5
616,2,81,34.0,51,51,352,386,5
617,2,81,174.0,52,52,329,504,6
618,2,82,588.0,60,60,26,614,0
619,2,81,809.0,60,61,675,45,0
620,2,82,633.0,61,61,50,683,1
621,2,82,316.0,62,62,266,582,2
622,2,99,41.0,62,62,584,626,2
623,2,96,1387.0,62,63,642,589,2
624,2,81,1283.0,64,65,775,619,4
625,2,81,1318.0,69,70,526,404,2
626,2,82,50.0,77,77,585,635,3
627,2,81,772.0,77,78,681,14,3
628,2,82,196.0,78,78,51,248,4
629,2,82,252.0,78,78,418,670,4
630,2,81,31.0,78,78,737,769,4
631,2,81,633.0,78,78,801,1435,4
632,2,82,598.0,88,88,32,630,0
633,2,81,1369.0,88,89,670,600,0
634,2,81,1069.0,89,90,695,324,1
635,2,81,51.0,90,90,722,773,2
636,2,81,1229.0,90,91,814,603,2
637,2,81,122.0,91,91,677,799,3
638,2,81,669.0,91,92,832,61,3
639,2,82,167.0,92,92,63,231,4
640,2,100,66.0,92,92,325,391,4
641,2,31,117.0,92,92,411,529,4
642,2,81,194.0,92,92,529,723,4
643,2,101,848.0,92,93,723,132,4
644,2,102,57.0,93,93,385,442,5
645,2,103,32.0,93,93,485,517,5
646,2,103,196.0,94,94,74,270,6
647,2,103,253.0,94,94,291,544,6
648,2,103,956.0,94,95,548,64,6
649,2,103,689.0,95,95,80,770,0
650,2,103,37.0,96,96,94,131,1
651,2,104,44.0,96,96,151,196,1
652,2,103,42.0,96,96,295,337,1
653,2,105,99.0,96,96,394,493,1
654,2,103,1042.0,96,97,527,130,1
655,2,104,86.0,97,97,130,216,2
656,2,103,184.0,97,97,251,435,2
657,2,103,63.0,97,97,449,512,2
658,2,103,179.0,97,97,554,734,2
659,2,102,1012.0,97,98,760,333,2
660,2,105,38.0,98,98,521,560,3
661,2,105,132.0,98,98,582,714,3
662,2,102,980.0,98,99,765,305,3
663,2,102,220.0,99,99,314,534,4
664,2,102,725.0,99,99,643,1369,4
665,2,81,1226.0,100,101,864,650,5
666,2,81,734.0,101,102,723,18,6
667,2,82,539.0,102,102,51,590,0
668,2,81,1422.0,102,103,631,614,0
669,2,81,1027.0,103,104,685,272,1
670,2,82,336.0,104,104,272,609,2
671,2,81,762.0,104,105,678,1,2
672,2,31,60.0,105,105,663,723,3
673,2,81,756.0,105,106,730,46,3
674,2,82,634.0,106,106,55,689,4
675,2,81,1016.0,106,107,741,318,4
676,2,81,76.0,107,107,328,404,5
677,2,106,61.0,107,107,499,560,5
678,2,81,792.0,107,108,935,287,5
679,2,81,49.0,108,108,292,341,6
680,2,81,107.0,108,108,345,452,6
681,2,81,77.0,108,108,612,689,6
682,2,96,717.0,108,108,703,1420,6
683,2,94,615.0,108,109,1420,596,6
684,2,99,35.0,109,109,604,639,0
685,2,96,93.0,109,109,653,746,0
686,2,96,627.0,109,109,785,1413,0
687,2,89,32.0,109,110,1423,16,0
