id,user_id,center,extent
10,0,POINT (116.3192160575148080 39.9915134838698307),"POLYGON ((116.3189998266666692 39.9904521799999984, 116.3172837040229837 39.9906850057471246, 116.3172316499999965 39.9910078499999955, 116.3176523225806278 39.9914203548387093, 116.3190035054945071 39.9926302087912120, 116.3203110888889000 39.9928342888888864, 116.3210249615384697 39.9922374999999946, 116.3211512499999856 39.9915680000000009, 116.3189998266666692 39.9904521799999984))"
11,0,POINT (116.3252330047461953 40.0061402650648645),"POLYGON ((116.3251044042553417 40.0054488723404162, 116.3249653684210614 40.0055000526315823, 116.3248533023255789 40.0057821627906876, 116.3248237314815441 40.0066793425925766, 116.3250199705882295 40.0069209044117642, 116.3256302916666414 40.0063311250000027, 116.3256926981132011 40.0062231132075539, 116.3255349285714288 40.0058566904762074, 116.3253158214285605 40.0055746785714277, 116.3251846078431413 40.0054927450980529, 116.3251044042553417 40.0054488723404162))"
12,0,POINT (116.2724345617977662 39.9893631573033872),"POLYGON ((116.2730208014631046 39.9893631573033872, 116.2730179785588831 39.9893056957678397, 116.2730095370323227 39.9892487876182940, 116.2729955581799430 39.9891929809113407, 116.2729761766257184 39.9891388130960621, 116.2729515790246353 39.9890868058381486, 116.2729220022650338 39.9890374599959060, 116.2728877311872537 39.9889912507967793, 116.2728490958405274 39.9889486232606188, 116.2728064683043669 39.9889099879138996, 116.2727602591052403 39.9888757168361266, 116.2727109132630119 39.9888461400765181, 116.2726589060050912 39.9888215424754279, 116.2726047381898127 39.9888021609212103, 116.2725489314828593 39.9887881820688307, 116.2724920233333137 39.9887797405422631, 116.2724345617977662 39.9887769176380417, 116.2723771002622186 39.9887797405422631, 116.2723201921126730 39.9887881820688307, 116.2722643854057196 39.9888021609212103, 116.2722102175904411 39.9888215424754279, 116.2721582103325204 39.9888461400765181, 116.2721088644902920 39.9888757168361266, 116.2720626552911654 39.9889099879138996, 116.2720200277550049 39.9889486232606188, 116.2719813924082786 39.9889912507967793, 116.2719471213304985 39.9890374599959060, 116.2719175445708970 39.9890868058381486, 116.2718929469698139 39.9891388130960621, 116.2718735654155893 39.9891929809113407, 116.2718595865632096 39.9892487876182940, 116.2718511450366492 39.9893056957678397, 116.2718483221324277 39.9893631573033872, 116.2718511450366492 39.9894206188389347, 116.2718595865632096 39.9894775269884803, 116.2718735654155893 39.9895333336954337, 116.2718929469698139 39.9895875015107123, 116.2719175445708970 39.9896395087686258, 116.2719471213304985 39.9896888546108684, 116.2719813924082786 39.9897350638099951, 116.2720200277550049 39.9897776913461556, 116.2720626552911654 39.9898163266928748, 116.2721088644902920 39.9898505977706478, 116.2721582103325204 39.9898801745302563, 116.2722102175904411 39.9899047721313465, 116.2722643854057196 39.9899241536855641, 116.2723201921126730 39.9899381325379437, 116.2723771002622186 39.9899465740645113, 116.2724345617977662 39.9899493969687327, 116.2724920233333137 39.9899465740645113, 116.2725489314828593 39.9899381325379437, 116.2726047381898127 39.9899241536855641, 116.2726589060050912 39.9899047721313465, 116.2727109132630119 39.9898801745302563, 116.2727602591052403 39.9898505977706478, 116.2728064683043669 39.9898163266928748, 116.2728490958405274 39.9897776913461556, 116.2728877311872537 39.9897350638099951, 116.2729220022650338 39.9896888546108684, 116.2729515790246353 39.9896395087686258, 116.2729761766257184 39.9895875015107123, 116.2729955581799430 39.9895333336954337, 116.2730095370323227 39.9894775269884803, 116.2730179785588831 39.9894206188389347, 116.2730208014631046 39.9893631573033872))"
13,0,POINT (116.3220232730879502 39.9746404343434421),"POLYGON ((116.3222750000000048 39.9740083333333445, 116.3217090909089535 39.9745606060606136, 116.3217422142857060 39.9747727142857130, 116.3223547619046627 39.9749809523809390, 116.3222750000000048 39.9740083333333445))"
14,0,POINT (116.4051632548398203 39.9085409636419044),"POLYGON ((116.4052183000000014 39.9071691000000044, 116.4049535135135045 39.9074321351351387, 116.4048897352941196 39.9086536176470545, 116.4049215555555605 39.9095596243386552, 116.4054694999999953 39.9088870000000000, 116.4054774000000094 39.9086754000000070, 116.4052183000000014 39.9071691000000044))"
15,0,POINT (116.3896691416352667 39.9372719650332471),"POLYGON ((116.3895699676470628 39.9367825279411761, 116.3895252272727276 39.9374430252525414, 116.3898802248322397 39.9374857885906422, 116.3895699676470628 39.9367825279411761))"
16,0,POINT (116.3756067079645931 39.9444057699114765),"POLYGON ((116.3761925622273878 39.9444057699114765, 116.3761897411789761 39.9443483461519904, 116.3761813052019960 39.9442914754146940, 116.3761673355395203 39.9442357053958830, 116.3761479667270180 39.9441815731913223, 116.3761233852967649 39.9441296001237376, 116.3760938279813359 39.9440802867221834, 116.3760595794338855 39.9440341079016648, 116.3760209694866035 39.9439915083894661, 116.3759783699744048 39.9439528984421912, 116.3759321911538933 39.9439186498947265, 116.3758828777523320 39.9438890925793118, 116.3758309046847472 39.9438645111490445, 116.3757767724801795 39.9438451423365493, 116.3757210024613755 39.9438311726740665, 116.3756641317240792 39.9438227366970864, 116.3756067079645931 39.9438199156486817, 116.3755492842051069 39.9438227366970864, 116.3754924134678106 39.9438311726740665, 116.3754366434490066 39.9438451423365493, 116.3753825112444389 39.9438645111490445, 116.3753305381768541 39.9438890925793118, 116.3752812247752928 39.9439186498947265, 116.3752350459547813 39.9439528984421912, 116.3751924464425826 39.9439915083894661, 116.3751538364953007 39.9440341079016648, 116.3751195879478502 39.9440802867221834, 116.3750900306324212 39.9441296001237376, 116.3750654492021681 39.9441815731913223, 116.3750460803896658 39.9442357053958830, 116.3750321107271901 39.9442914754146940, 116.3750236747502100 39.9443483461519904, 116.3750208537017983 39.9444057699114765, 116.3750236747502100 39.9444631936709627, 116.3750321107271901 39.9445200644082590, 116.3750460803896658 39.9445758344270700, 116.3750654492021681 39.9446299666316307, 116.3750900306324212 39.9446819396992154, 116.3751195879478502 39.9447312531007697, 116.3751538364953007 39.9447774319212883, 116.3751924464425826 39.9448200314334869, 116.3752350459547813 39.9448586413807618, 116.3752812247752928 39.9448928899282265, 116.3753305381768541 39.9449224472436413, 116.3753825112444389 39.9449470286739086, 116.3754366434490066 39.9449663974864038, 116.3754924134678106 39.9449803671488866, 116.3755492842051069 39.9449888031258666, 116.3756067079645931 39.9449916241742713, 116.3756641317240792 39.9449888031258666, 116.3757210024613755 39.9449803671488866, 116.3757767724801795 39.9449663974864038, 116.3758309046847472 39.9449470286739086, 116.3758828777523320 39.9449224472436413, 116.3759321911538933 39.9448928899282265, 116.3759783699744048 39.9448586413807618, 116.3760209694866035 39.9448200314334869, 116.3760595794338855 39.9447774319212883, 116.3760938279813359 39.9447312531007697, 116.3761233852967649 39.9446819396992154, 116.3761479667270180 39.9446299666316307, 116.3761673355395203 39.9445758344270700, 116.3761813052019960 39.9445200644082590, 116.3761897411789761 39.9444631936709627, 116.3761925622273878 39.9444057699114765))"
17,0,POINT (116.5874838508423466 40.0787199052847072),"POLYGON ((116.5876374250000111 40.0772362000000015, 116.5863762095237917 40.0777673190476094, 116.5866900000000186 40.0784445000000034, 116.5880443999999869 40.0803610666666756, 116.5881665588235307 40.0790235000000052, 116.5876374250000111 40.0772362000000015))"
18,0,POINT (116.2976012797830663 39.7627419077172561),"POLYGON ((116.2974432941176275 39.7623774117647031, 116.2970073627451058 39.7626203112744960, 116.2966599298531065 39.7628358507340991, 116.2964586249999996 39.7631126931817960, 116.2976939199999720 39.7629890400000008, 116.2983147619047344 39.7627682761904708, 116.2980052711864261 39.7625918983050752, 116.2974432941176275 39.7623774117647031))"
19,0,POINT (116.8017135731838607 39.9518393405457886),"POLYGON ((116.8025518128249729 39.9505624384749254, 116.8014140366300779 39.9512953406593496, 116.8008854500000098 39.9516999000000013, 116.8012353333333664 39.9527956666666739, 116.8023130103092910 39.9522002783505101, 116.8026975697674317 39.9519234496123943, 116.8030959392856971 39.9514613249999826, 116.8025518128249729 39.9505624384749254))"
20,0,POINT (116.7832819200806682 39.9470196895056091),"POLYGON ((116.7832190374707153 39.9464603840749533, 116.7831665000000072 39.9464759473684197, 116.7830628959999899 39.9466106479999894, 116.7829247083333115 39.9468865833333311, 116.7827458376623042 39.9475478961039272, 116.7830266666666716 39.9485078888888907, 116.7834620000000143 39.9485710000000012, 116.7839920967741421 39.9472135806451618, 116.7839563827160276 39.9465773950617233, 116.7832190374707153 39.9464603840749533))"
21,0,POINT (116.4715359330189415 39.9079668737994169),"POLYGON ((116.4704396600000251 39.9065166599999941, 116.4699496984126910 39.9065229523809464, 116.4696884529914342 39.9074325042735012, 116.4710676923076988 39.9088602307692284, 116.4720776153846060 39.9094771538461544, 116.4730779272727119 39.9075215090909055, 116.4727505099761373 39.9071552865591457, 116.4726527272727168 39.9070545909090910, 116.4707473230769068 39.9065534923076797, 116.4704396600000251 39.9065166599999941))"
22,0,POINT (116.7948443071136495 39.9457354972617367),"POLYGON ((116.7950204147909830 39.9456364372990720, 116.7943999178571488 39.9457762714285565, 116.7950859864865265 39.9458027871621653, 116.7951229491525424 39.9457255480226223, 116.7950204147909830 39.9456364372990720))"
23,0,POINT (116.3475633102666364 39.9397975646285630),"POLYGON ((116.3472215111111154 39.9386713333333461, 116.3464834999999908 39.9407142499999992, 116.3463025789473875 39.9419889473684222, 116.3465541999999999 39.9423409999999990, 116.3479696486717359 39.9409830044986975, 116.3481592692307629 39.9393040769230794, 116.3481065625000070 39.9392074999999949, 116.3472215111111154 39.9386713333333461))"
24,0,POINT (116.4147482682926977 39.9069138658536389),"POLYGON ((116.4153338018144836 39.9069138658536389, 116.4153309823105360 39.9068564735322653, 116.4153225509520553 39.9067996339303193, 116.4153085889376200 39.9067438944442472, 116.4152892307290870 39.9066897918757562, 116.4152646627565559 39.9066378472621608, 116.4152351216230556 39.9065885608584949, 116.4152008918258332 39.9065424073197619, 116.4151623030165723 39.9064998311297643, 116.4151197268265747 39.9064612423204963, 116.4150735732878417 39.9064270125232810, 116.4150242868841758 39.9063974713897807, 116.4149723422705875 39.9063729034172567, 116.4149182397020894 39.9063535452087095, 116.4148625002160173 39.9063395831942813, 116.4148056606140642 39.9063311518357935, 116.4147482682926977 39.9063283323318458, 116.4146908759713313 39.9063311518357935, 116.4146340363693781 39.9063395831942813, 116.4145782968833061 39.9063535452087095, 116.4145241943148079 39.9063729034172567, 116.4144722497012197 39.9063974713897807, 116.4144229632975538 39.9064270125232810, 116.4143768097588207 39.9064612423204963, 116.4143342335688232 39.9064998311297643, 116.4142956447595623 39.9065424073197619, 116.4142614149623398 39.9065885608584949, 116.4142318738288395 39.9066378472621608, 116.4142073058563085 39.9066897918757562, 116.4141879476477754 39.9067438944442472, 116.4141739856333402 39.9067996339303193, 116.4141655542748595 39.9068564735322653, 116.4141627347709118 39.9069138658536389, 116.4141655542748595 39.9069712581750125, 116.4141739856333402 39.9070280977769585, 116.4141879476477754 39.9070838372630305, 116.4142073058563085 39.9071379398315216, 116.4142318738288395 39.9071898844451169, 116.4142614149623398 39.9072391708487828, 116.4142956447595623 39.9072853243875159, 116.4143342335688232 39.9073279005775134, 116.4143768097588207 39.9073664893867814, 116.4144229632975538 39.9074007191839968, 116.4144722497012197 39.9074302603174971, 116.4145241943148079 39.9074548282900210, 116.4145782968833061 39.9074741864985683, 116.4146340363693781 39.9074881485129964, 116.4146908759713313 39.9074965798714842, 116.4147482682926977 39.9074993993754319, 116.4148056606140642 39.9074965798714842, 116.4148625002160173 39.9074881485129964, 116.4149182397020894 39.9074741864985683, 116.4149723422705875 39.9074548282900210, 116.4150242868841758 39.9074302603174971, 116.4150735732878417 39.9074007191839968, 116.4151197268265747 39.9073664893867814, 116.4151623030165723 39.9073279005775134, 116.4152008918258332 39.9072853243875159, 116.4152351216230556 39.9072391708487828, 116.4152646627565559 39.9071898844451169, 116.4152892307290870 39.9071379398315216, 116.4153085889376200 39.9070838372630305, 116.4153225509520553 39.9070280977769585, 116.4153309823105360 39.9069712581750125, 116.4153338018144836 39.9069138658536389))"
25,0,POINT (116.4117765214285640 39.9006076428571532),"POLYGON ((116.4123629508241891 39.9005148078756235, 116.4123607009898080 39.9004573956935289, 116.4123528346110987 39.9004004804891110, 116.4123394274455592 39.9003446103869024, 116.4123206086115374 39.9002903234465336, 116.4122965593446963 39.9002381424809229, 116.4122675112526224 39.9001885700212782, 116.4122337440843182 39.9001420834774976, 116.4121955830360662 39.9000991305404042, 116.4121533956196402 39.9000601248702651, 116.4121075881229075 39.9000254421130052, 116.4120586016971117 39.8999954162825361, 116.4120069081082960 39.8999703365440226, 116.4119530051939932 39.8999504444290523, 116.4118974120687398 39.8999359315095603, 116.4118406641246963 39.8999269375529124, 116.4117833078756234 39.8999235491758171, 116.4117258956935217 39.8999257990101910, 116.4116689804890967 39.8999336653889145, 116.4116131103868952 39.8999470725544469, 116.4115588234465264 39.8999658913884687, 116.4115066424809157 39.8999899406553027, 116.4114570700212710 39.9000189887473837, 116.4114105834774904 39.9000527559156879, 116.4113676305403970 39.9000909169639328, 116.4113286248702508 39.9001331043803660, 116.4112939421129909 39.9001789118770986, 116.4112639162825360 39.9002278983029015, 116.4112388365440154 39.9002795918917101, 116.4112189444290379 39.9003334948060129, 116.4112044315095602 39.9003890879312735, 116.4111954375529052 39.9004458358753027, 116.4111920491758099 39.9005031921243898, 116.4111900920329674 39.9007004778386829, 116.4111923418673484 39.9007578900207776, 116.4112002082460577 39.9008148052251954, 116.4112136154115973 39.9008706753274041, 116.4112324342456191 39.9009249622677729, 116.4112564835124601 39.9009771432333835, 116.4112855316045341 39.9010267156930283, 116.4113192987728382 39.9010732022368089, 116.4113574598210903 39.9011161551739022, 116.4113996472375163 39.9011551608440413, 116.4114454547342490 39.9011898436013013, 116.4114944411600447 39.9012198694317703, 116.4115461347488605 39.9012449491702839, 116.4116000376631632 39.9012648412852542, 116.4116556307884167 39.9012793542047461, 116.4117123787324601 39.9012883481613940, 116.4117697349815330 39.9012917365384894, 116.4118271471636348 39.9012894867041155, 116.4118840623680597 39.9012816203253919, 116.4119399324702613 39.9012682131598595, 116.4119942194106301 39.9012493943258377, 116.4120464003762407 39.9012253450590038, 116.4120959728358855 39.9011962969669227, 116.4121424593796661 39.9011625297986186, 116.4121854123167594 39.9011243687503736, 116.4122244179869057 39.9010821813339405, 116.4122591007441656 39.9010363738372078, 116.4122891265746205 39.9009873874114049, 116.4123142063131411 39.9009356938225963, 116.4123340984281185 39.9008817909082936, 116.4123486113475963 39.9008261977830330, 116.4123576053042513 39.9007694498390038, 116.4123609936813466 39.9007120935899167, 116.4123629508241891 39.9005148078756235))"
26,0,POINT (116.3181935806881455 39.9948795280902587),"POLYGON ((116.3180449500000293 39.9943707999999987, 116.3181181351351370 39.9951198378378407, 116.3182696814159129 39.9950483805309389, 116.3183415562014744 39.9949790939922707, 116.3180449500000293 39.9943707999999987))"
27,0,POINT (116.7858519999999913 39.9521999999999977),"POLYGON ((116.7864379210175940 39.9521999999999977, 116.7864350996477327 39.9521425696973935, 116.7864266627095304 39.9520856924799972, 116.7864126914552827 39.9520299161065111, 116.7863933204358204 39.9519757777338924, 116.7863687362046363 39.9519237987442679, 116.7863391755213343 39.9518744797237204, 116.7863049230714410 39.9518282956413842, 116.7862663087247768 39.9517856912752123, 116.7862237043586049 39.9517470769285481, 116.7861775202762686 39.9517128244786548, 116.7861282012557211 39.9516832637953527, 116.7860762222661037 39.9516586795641686, 116.7860220838934850 39.9516393085447064, 116.7859663075199848 39.9516253372904586, 116.7859094303025955 39.9516169003522492, 116.7858519999999913 39.9516140789824021, 116.7857945696973871 39.9516169003522492, 116.7857376924799979 39.9516253372904586, 116.7856819161064976 39.9516393085447064, 116.7856277777338789 39.9516586795641686, 116.7855757987442615 39.9516832637953527, 116.7855264797237140 39.9517128244786548, 116.7854802956413778 39.9517470769285481, 116.7854376912752059 39.9517856912752123, 116.7853990769285417 39.9518282956413842, 116.7853648244786484 39.9518744797237204, 116.7853352637953463 39.9519237987442679, 116.7853106795641622 39.9519757777338924, 116.7852913085447000 39.9520299161065111, 116.7852773372904522 39.9520856924799972, 116.7852689003522499 39.9521425696973935, 116.7852660789823886 39.9521999999999977, 116.7852689003522499 39.9522574303026019, 116.7852773372904522 39.9523143075199982, 116.7852913085447000 39.9523700838934843, 116.7853106795641622 39.9524242222661030, 116.7853352637953463 39.9524762012557275, 116.7853648244786484 39.9525255202762750, 116.7853990769285417 39.9525717043586113, 116.7854376912752059 39.9526143087247831, 116.7854802956413778 39.9526529230714473, 116.7855264797237140 39.9526871755213406, 116.7855757987442615 39.9527167362046427, 116.7856277777338789 39.9527413204358268, 116.7856819161064976 39.9527606914552891, 116.7857376924799979 39.9527746627095368, 116.7857945696973871 39.9527830996477462, 116.7858519999999913 39.9527859210175933, 116.7859094303025955 39.9527830996477462, 116.7859663075199848 39.9527746627095368, 116.7860220838934850 39.9527606914552891, 116.7860762222661037 39.9527413204358268, 116.7861282012557211 39.9527167362046427, 116.7861775202762686 39.9526871755213406, 116.7862237043586049 39.9526529230714473, 116.7862663087247768 39.9526143087247831, 116.7863049230714410 39.9525717043586113, 116.7863391755213343 39.9525255202762750, 116.7863687362046363 39.9524762012557275, 116.7863933204358204 39.9524242222661030, 116.7864126914552827 39.9523700838934843, 116.7864266627095304 39.9523143075199982, 116.7864350996477327 39.9522574303026019, 116.7864379210175940 39.9521999999999977))"
28,0,POINT (116.7987490282114464 39.9487158279221219),"POLYGON ((116.7992721499999789 39.9478707874999870, 116.7982941176470462 39.9485086743697622, 116.7981838455882553 39.9486342647058947, 116.7985309893617085 39.9490217553191442, 116.7990475151515284 39.9494436969696949, 116.7993206666666737 39.9495367962962860, 116.7994097908496656 39.9490517320261489, 116.7993372941176631 39.9481476666666495, 116.7992721499999789 39.9478707874999870))"
29,0,POINT (116.5866740231200964 40.0796232311984610),"POLYGON ((116.5865227999999973 40.0794668760869541, 116.5869379999999751 40.0799143999999927, 116.5865612693602742 40.0794884175084292, 116.5865227999999973 40.0794668760869541))"
30,0,POINT (116.3147812685185158 39.9398101111111288),"POLYGON ((116.3153670834333298 39.9398101111111288, 116.3153642625744055 39.9397526912084189, 116.3153558271640122 39.9396958242907516, 116.3153418584397798 39.9396400580176518, 116.3153224909281533 39.9395859294487963, 116.3152979111488747 39.9395339598719019, 116.3152683558186169 39.9394846497823934, 116.3152341095714064 39.9394384740634010, 116.3151955022173070 39.9393958774123377, 116.3151529055662365 39.9393572700582382, 116.3151067298472441 39.9393230238110206, 116.3150574197577498 39.9392934684807770, 116.3150054501808484 39.9392688887014842, 116.3149513216119999 39.9392495211898648, 116.3148955553388930 39.9392355524656324, 116.3148386884212329 39.9392271170552462, 116.3147812685185158 39.9392242961963078, 116.3147238486157988 39.9392271170552462, 116.3146669816981387 39.9392355524656324, 116.3146112154250318 39.9392495211898648, 116.3145570868561833 39.9392688887014842, 116.3145051172792819 39.9392934684807770, 116.3144558071897876 39.9393230238110206, 116.3144096314707951 39.9393572700582382, 116.3143670348197247 39.9393958774123377, 116.3143284274656253 39.9394384740634010, 116.3142941812184148 39.9394846497823934, 116.3142646258881570 39.9395339598719019, 116.3142400461088783 39.9395859294487963, 116.3142206785972519 39.9396400580176518, 116.3142067098730195 39.9396958242907516, 116.3141982744626262 39.9397526912084189, 116.3141954536037019 39.9398101111111288, 116.3141982744626262 39.9398675310138387, 116.3142067098730195 39.9399243979315060, 116.3142206785972519 39.9399801642046057, 116.3142400461088783 39.9400342927734613, 116.3142646258881570 39.9400862623503556, 116.3142941812184148 39.9401355724398641, 116.3143284274656253 39.9401817481588566, 116.3143670348197247 39.9402243448099199, 116.3144096314707951 39.9402629521640193, 116.3144558071897876 39.9402971984112369, 116.3145051172792819 39.9403267537414806, 116.3145570868561833 39.9403513335207734, 116.3146112154250318 39.9403707010323927, 116.3146669816981387 39.9403846697566252, 116.3147238486157988 39.9403931051670114, 116.3147812685185158 39.9403959260259498, 116.3148386884212329 39.9403931051670114, 116.3148955553388930 39.9403846697566252, 116.3149513216119999 39.9403707010323927, 116.3150054501808484 39.9403513335207734, 116.3150574197577498 39.9403267537414806, 116.3151067298472441 39.9402971984112369, 116.3151529055662365 39.9402629521640193, 116.3151955022173070 39.9402243448099199, 116.3152341095714064 39.9401817481588566, 116.3152683558186169 39.9401355724398641, 116.3152979111488747 39.9400862623503556, 116.3153224909281533 39.9400342927734613, 116.3153418584397798 39.9399801642046057, 116.3153558271640122 39.9399243979315060, 116.3153642625744055 39.9398675310138387, 116.3153670834333298 39.9398101111111288))"
31,0,POINT (116.3227515987209273 39.9371522441454303),"POLYGON ((116.3230787297297155 39.9364575675675653, 116.3219274444444551 39.9364867962963075, 116.3217034635513727 39.9373309663551339, 116.3218705333332963 39.9379147100000083, 116.3237015789473503 39.9377258947368361, 116.3240189677419352 39.9375895483871020, 116.3238265999999896 39.9370265999999958, 116.3230787297297155 39.9364575675675653))"
